Gender,Age_as_of_Academic_Year_1718,Current_Year_1718,Proposed_YearGrade_1819,Previous_Curriculum_17182,Current_School,Current_Curriculum,Previous_yearGrade,Mathexam,Scienceexam_,Englishexam_,Math191_,Science191_,English191_,Math192_,Science192_,English192_,Math193_,Science193_,English193_,Math201_,Science201_,English201_,Math202_,Science202_,English202_,Math203_,Science203_,English203_,average,class
0,4,14,0,0,0,0,0,74.0,64.0,58.0,80.0,58.0,56.0,90.0,73.0,95.0,93.0,65,64.0,63.0,86.0,93.0,80.0,93.0,99.0,88.0,83.0,97.0,78.66666666666667,1
0,5,14,0,0,0,0,0,68.0,90.0,83.0,64.0,71.0,66.0,69.0,55.0,82.0,79.0,92,61.0,65.0,71.0,79.0,93.0,95.0,76.0,76.0,70.0,85.0,75.71428571428571,1
1,5,14,0,0,0,0,0,73.0,53.0,68.0,58.0,75.0,87.0,76.0,82.0,59.0,87.0,52,64.0,73.0,73.0,88.0,74.0,94.0,79.0,89.0,69.0,93.0,74.57142857142857,1
0,5,14,0,0,0,0,0,70.0,61.0,50.0,53.0,52.0,56.0,91.0,64.0,59.0,81.0,70,51.0,83.0,84.0,93.0,73.0,84.0,87.0,93.0,88.0,79.0,72.47619047619048,1
1,5,14,0,0,0,0,0,54.0,76.0,58.0,65.0,56.0,75.0,85.0,81.0,72.0,90.0,67,59.0,82.0,62.0,73.0,80.0,87.0,73.0,74.0,99.0,78.0,73.61904761904762,1
1,5,14,0,0,0,0,0,82.0,53.0,91.0,73.0,68.0,93.0,76.0,72.0,84.0,83.0,92,54.0,83.0,82.0,66.0,74.0,93.0,79.0,82.0,81.0,95.0,78.85714285714286,1
1,5,14,0,0,0,0,0,57.0,64.0,89.0,61.0,68.0,77.0,87.0,67.0,70.0,86.0,82,78.0,66.0,81.0,63.0,84.0,79.0,96.0,86.0,86.0,92.0,77.0952380952381,1
1,5,14,0,0,0,0,0,92.0,62.0,75.0,87.0,94.0,60.0,91.0,86.0,76.0,87.0,95,76.0,76.0,65.0,92.0,96.0,94.0,91.0,84.0,74.0,80.0,82.52380952380952,0
0,4,14,0,0,0,0,0,83.0,57.0,64.0,67.0,68.0,69.0,56.0,74.0,79.0,78.0,56,54.0,83.0,76.0,71.0,72.0,89.0,76.0,94.0,74.0,93.0,73.0,1
0,5,14,0,0,0,0,0,70.0,51.0,61.0,88.0,91.0,81.0,76.0,63.0,56.0,93.0,66,67.0,88.0,94.0,80.0,70.0,93.0,92.0,86.0,74.0,72.0,76.76190476190476,1
1,5,14,0,0,0,0,0,52.0,82.0,86.0,73.0,84.0,84.0,91.0,89.0,95.0,84.0,52,79.0,67.0,62.0,78.0,81.0,95.0,79.0,69.0,71.0,76.0,77.57142857142857,1
0,5,14,0,0,0,0,0,91.0,76.0,89.0,73.0,57.0,50.0,89.0,89.0,90.0,91.0,55,81.0,67.0,87.0,75.0,93.0,96.0,95.0,98.0,98.0,79.0,81.85714285714286,0
0,5,14,0,0,0,0,0,79.0,50.0,61.0,62.0,92.0,94.0,58.0,85.0,58.0,79.0,57,79.0,61.0,71.0,77.0,94.0,97.0,72.0,76.0,72.0,75.0,73.76190476190476,1
0,5,14,0,0,0,0,0,70.0,76.0,71.0,53.0,90.0,93.0,95.0,73.0,73.0,55.0,64,95.0,93.0,68.0,91.0,88.0,83.0,89.0,81.0,82.0,77.0,79.04761904761905,1
1,5,14,0,0,0,0,0,59.0,77.0,69.0,56.0,73.0,87.0,83.0,85.0,65.0,81.0,91,94.0,88.0,82.0,75.0,81.0,69.0,72.0,83.0,80.0,70.0,77.14285714285714,1
1,5,14,0,0,0,0,0,83.0,88.0,96.0,64.0,61.0,88.0,79.0,87.0,87.0,75.0,92,83.0,90.0,80.0,92.0,89.0,75.0,84.0,100.0,95.0,82.0,84.28571428571429,0
1,5,14,0,0,0,0,0,62.0,80.0,90.0,88.0,75.0,58.0,82.0,67.0,80.0,66.0,52,69.0,68.0,85.0,90.0,69.0,82.0,85.0,97.0,70.0,93.0,76.57142857142857,1
0,4,14,0,0,0,0,0,92.0,81.0,87.0,79.0,73.0,61.0,70.0,66.0,62.0,72.0,55,53.0,82.0,70.0,84.0,88.0,77.0,71.0,88.0,72.0,99.0,75.33333333333333,1
0,5,14,0,0,0,0,0,76.0,65.0,90.0,55.0,67.0,93.0,64.0,81.0,88.0,93.0,84,93.0,72.0,66.0,88.0,69.0,94.0,73.0,88.0,88.0,84.0,79.57142857142857,1
1,5,14,0,0,0,0,0,67.0,64.0,74.0,74.0,50.0,86.0,56.0,89.0,74.0,67.0,61,74.0,83.0,90.0,78.0,80.0,79.0,84.0,96.0,74.0,73.0,74.9047619047619,1
1,5,14,0,0,0,0,0,91.0,60.0,80.0,82.0,84.0,92.0,89.0,76.0,77.0,65.0,69,78.0,66.0,94.0,88.0,88.0,75.0,69.0,70.0,84.0,73.0,78.57142857142857,1
0,4,14,0,0,0,0,0,68.0,68.0,57.0,68.0,71.0,60.0,95.0,58.0,65.0,68.0,84,86.0,61.0,67.0,94.0,85.0,97.0,78.0,95.0,80.0,94.0,76.14285714285714,1
1,5,14,0,0,0,0,0,94.0,61.0,91.0,62.0,73.0,59.0,66.0,87.0,75.0,88.0,71,93.0,77.0,89.0,83.0,90.0,71.0,85.0,93.0,89.0,92.0,80.42857142857143,0
1,5,14,0,0,0,0,0,77.0,74.0,53.0,63.0,62.0,54.0,85.0,62.0,62.0,78.0,95,57.0,84.0,93.0,66.0,77.0,94.0,86.0,83.0,86.0,98.0,75.66666666666667,1
1,5,14,0,0,0,0,0,91.0,75.0,55.0,89.0,82.0,54.0,64.0,73.0,94.0,55.0,75,73.0,82.0,71.0,91.0,96.0,71.0,93.0,80.0,88.0,83.0,77.85714285714286,1
0,5,14,0,0,0,0,0,90.0,95.0,91.0,57.0,69.0,73.0,64.0,68.0,63.0,95.0,66,71.0,77.0,93.0,88.0,73.0,72.0,98.0,71.0,70.0,84.0,77.52380952380952,1
1,5,14,0,0,0,0,0,90.0,61.0,85.0,81.0,57.0,80.0,84.0,75.0,90.0,52.0,51,69.0,62.0,86.0,64.0,92.0,76.0,98.0,73.0,70.0,93.0,75.66666666666667,1
0,5,14,0,0,0,0,0,82.0,66.0,94.0,68.0,55.0,64.0,73.0,58.0,68.0,55.0,64,76.0,83.0,86.0,64.0,85.0,85.0,82.0,80.0,89.0,74.0,73.85714285714286,1
0,5,14,0,0,0,0,0,74.0,65.0,85.0,87.0,69.0,79.0,81.0,94.0,90.0,95.0,53,81.0,94.0,68.0,68.0,99.0,84.0,93.0,81.0,90.0,95.0,82.14285714285714,0
1,5,14,0,0,0,0,0,68.0,62.0,84.0,67.0,82.0,57.0,93.0,60.0,74.0,63.0,81,56.0,68.0,91.0,73.0,93.0,89.0,74.0,98.0,92.0,95.0,77.14285714285714,1
0,5,14,0,0,0,0,0,62.0,73.0,72.0,61.0,65.0,81.0,59.0,75.0,87.0,73.0,50,57.0,87.0,61.0,60.0,83.0,77.0,81.0,74.0,97.0,82.0,72.23809523809524,1
1,5,14,0,0,0,0,0,53.0,78.0,82.0,65.0,54.0,78.0,79.0,91.0,76.0,83.0,50,91.0,78.0,68.0,92.0,94.0,72.0,69.0,97.0,99.0,72.0,77.19047619047619,1
1,5,14,0,0,0,0,0,83.0,68.0,64.0,62.0,61.0,93.0,72.0,83.0,68.0,62.0,58,81.0,80.0,94.0,61.0,82.0,70.0,92.0,84.0,81.0,98.0,76.04761904761905,1
1,5,14,0,0,0,0,0,91.0,78.0,76.0,58.0,73.0,74.0,86.0,79.0,68.0,71.0,79,66.0,89.0,72.0,67.0,74.0,95.0,79.0,91.0,75.0,77.0,77.04761904761905,1
1,5,14,0,0,0,0,0,93.0,56.0,75.0,68.0,79.0,60.0,72.0,55.0,55.0,82.0,88,87.0,89.0,94.0,82.0,98.0,99.0,80.0,75.0,78.0,79.0,78.28571428571429,1
0,5,14,0,0,0,0,0,62.0,72.0,94.0,74.0,92.0,63.0,64.0,82.0,66.0,82.0,87,68.0,89.0,81.0,95.0,74.0,77.0,88.0,77.0,90.0,77.0,78.76190476190476,1
0,4,14,0,0,0,0,0,77.0,59.0,79.0,90.0,87.0,66.0,69.0,60.0,92.0,95.0,77,72.0,70.0,84.0,64.0,87.0,99.0,77.0,96.0,70.0,71.0,78.14285714285714,1
1,5,14,0,0,0,0,0,78.0,65.0,80.0,91.0,57.0,80.0,60.0,90.0,95.0,93.0,74,89.0,68.0,66.0,65.0,85.0,87.0,93.0,94.0,73.0,98.0,80.04761904761905,0
1,5,14,0,0,0,0,0,52.0,60.0,84.0,63.0,63.0,91.0,56.0,62.0,94.0,84.0,78,61.0,74.0,76.0,77.0,84.0,93.0,90.0,87.0,95.0,69.0,75.85714285714286,1
0,5,14,0,0,0,0,0,88.0,60.0,83.0,50.0,84.0,52.0,76.0,62.0,83.0,89.0,57,62.0,70.0,78.0,83.0,80.0,94.0,95.0,94.0,72.0,99.0,76.71428571428571,1
1,4,14,0,0,0,0,0,89.0,84.0,88.0,59.0,72.0,94.0,95.0,60.0,62.0,58.0,66,74.0,85.0,79.0,65.0,99.0,91.0,76.0,78.0,92.0,94.0,79.04761904761905,1
0,5,14,0,0,0,0,0,70.0,63.0,86.0,68.0,89.0,71.0,55.0,75.0,74.0,84.0,82,74.0,71.0,70.0,69.0,94.0,73.0,95.0,89.0,95.0,81.0,77.52380952380952,1
0,5,14,0,0,0,0,0,87.0,80.0,81.0,78.0,76.0,73.0,79.0,77.0,80.0,97.0,83,77.0,79.0,75.0,76.0,95.0,90.0,87.0,97.0,88.0,86.0,82.9047619047619,0
0,5,14,0,0,0,0,0,61.0,71.0,65.0,71.0,55.0,67.0,83.0,71.0,85.0,81.0,52,82.0,75.0,93.0,62.0,80.0,70.0,89.0,73.0,86.0,82.0,74.0,1
1,5,14,0,0,0,0,0,50.0,61.0,51.0,51.0,82.0,85.0,77.0,64.0,74.0,51.0,73,90.0,78.0,81.0,87.0,99.0,86.0,88.0,86.0,81.0,99.0,75.9047619047619,1
1,5,14,0,0,0,0,0,57.0,60.0,52.0,92.0,84.0,94.0,95.0,63.0,65.0,89.0,95,53.0,62.0,66.0,80.0,78.0,81.0,99.0,89.0,96.0,83.0,77.76190476190476,1
0,5,14,0,0,0,0,0,69.0,74.0,53.0,76.0,73.0,78.0,84.0,55.0,76.0,89.0,87,67.0,63.0,62.0,87.0,84.0,80.0,77.0,79.0,78.0,94.0,75.47619047619048,1
0,4,14,0,0,0,0,0,75.0,57.0,90.0,80.0,55.0,91.0,95.0,89.0,70.0,85.0,76,87.0,69.0,88.0,79.0,87.0,79.0,79.0,99.0,89.0,87.0,81.23809523809524,0
1,4,14,0,0,0,0,0,62.0,75.0,73.0,87.0,57.0,51.0,91.0,62.0,82.0,61.0,56,74.0,78.0,69.0,88.0,78.0,88.0,90.0,86.0,93.0,79.0,75.23809523809524,1
0,5,14,0,0,0,0,0,80.0,50.0,58.0,50.0,93.0,77.0,61.0,95.0,88.0,79.0,91,54.0,60.0,84.0,70.0,98.0,98.0,83.0,72.0,82.0,85.0,76.57142857142857,1
0,5,14,0,0,0,0,0,52.0,62.0,87.0,67.0,91.0,93.0,91.0,56.0,57.0,63.0,69,55.0,75.0,61.0,72.0,81.0,94.0,90.0,92.0,99.0,81.0,75.61904761904762,1
1,5,14,0,0,0,0,0,56.0,68.0,54.0,51.0,62.0,69.0,67.0,94.0,63.0,65.0,82,95.0,60.0,86.0,92.0,71.0,70.0,73.0,69.0,69.0,73.0,70.9047619047619,1
0,5,14,0,0,0,0,0,65.0,69.0,81.0,72.0,85.0,83.0,64.0,80.0,94.0,55.0,88,82.0,84.0,76.0,64.0,78.0,87.0,86.0,89.0,78.0,80.0,78.0952380952381,1
1,5,14,0,0,0,0,0,86.0,52.0,79.0,84.0,84.0,80.0,66.0,64.0,77.0,61.0,73,59.0,84.0,60.0,84.0,85.0,96.0,90.0,88.0,77.0,88.0,77.0,1
1,5,14,0,0,0,0,0,56.0,82.0,59.0,81.0,76.0,54.0,67.0,90.0,72.0,72.0,78,56.0,60.0,92.0,79.0,99.0,86.0,82.0,72.0,69.0,91.0,74.9047619047619,1
0,5,14,0,0,0,0,0,95.0,70.0,54.0,88.0,71.0,76.0,95.0,66.0,58.0,64.0,53,65.0,74.0,83.0,60.0,88.0,89.0,71.0,96.0,91.0,83.0,75.71428571428571,1
0,6,1,5,0,0,0,0,75.0,73.0,86.0,67.0,58.0,62.0,62.0,83.0,93.0,64.0,88,55.0,61.0,88.0,95.0,89.0,98.0,94.0,96.0,96.0,85.0,79.42857142857143,1
0,6,1,5,0,0,0,0,71.0,77.0,71.0,70.0,71.0,95.0,57.0,93.0,76.0,80.0,54,82.0,67.0,69.0,93.0,81.0,98.0,69.0,97.0,91.0,88.0,78.57142857142857,1
0,6,1,5,0,0,0,0,74.0,75.0,90.0,69.0,76.0,85.0,69.0,66.0,74.0,92.0,83,79.0,69.0,92.0,67.0,84.0,69.0,89.0,72.0,90.0,81.0,78.33333333333333,1
1,5,1,5,0,0,0,0,69.0,57.0,77.0,93.0,73.0,92.0,71.0,91.0,74.0,71.0,81,80.0,76.0,61.0,83.0,76.0,85.0,90.0,73.0,93.0,95.0,79.0952380952381,1
1,6,1,5,0,0,0,0,89.0,62.0,73.0,83.0,84.0,51.0,67.0,90.0,74.0,71.0,92,91.0,73.0,88.0,75.0,73.0,88.0,96.0,94.0,83.0,89.0,80.28571428571429,0
0,6,1,5,0,0,0,0,65.0,85.0,56.0,84.0,95.0,59.0,94.0,55.0,59.0,84.0,63,63.0,84.0,63.0,60.0,69.0,72.0,97.0,91.0,85.0,78.0,74.33333333333333,1
1,6,1,5,0,0,0,0,80.0,91.0,71.0,68.0,53.0,66.0,93.0,61.0,78.0,88.0,80,54.0,63.0,92.0,84.0,93.0,70.0,98.0,99.0,69.0,98.0,78.52380952380952,1
0,6,1,5,0,0,0,0,68.0,57.0,53.0,53.0,75.0,50.0,70.0,80.0,90.0,86.0,75,68.0,61.0,85.0,83.0,75.0,99.0,74.0,86.0,87.0,88.0,74.42857142857143,1
0,5,1,5,0,0,0,0,56.0,93.0,89.0,70.0,82.0,66.0,75.0,66.0,82.0,59.0,63,91.0,74.0,89.0,83.0,85.0,94.0,71.0,73.0,92.0,99.0,78.66666666666667,1
0,6,1,5,0,0,0,0,55.0,52.0,74.0,50.0,52.0,83.0,93.0,60.0,59.0,64.0,60,93.0,75.0,66.0,73.0,85.0,93.0,92.0,75.0,93.0,73.0,72.38095238095238,1
1,6,1,5,0,0,0,0,59.0,61.0,77.0,61.0,88.0,86.0,71.0,83.0,56.0,63.0,69,81.0,74.0,89.0,76.0,93.0,90.0,74.0,99.0,87.0,84.0,77.19047619047619,1
1,6,1,5,0,0,0,0,75.0,85.0,83.0,53.0,95.0,56.0,92.0,81.0,81.0,79.0,80,79.0,88.0,68.0,73.0,79.0,74.0,90.0,76.0,85.0,93.0,79.28571428571429,1
0,6,1,5,0,0,0,0,53.0,92.0,50.0,60.0,78.0,61.0,75.0,88.0,76.0,72.0,57,74.0,69.0,89.0,78.0,85.0,75.0,81.0,98.0,98.0,84.0,75.85714285714286,1
0,6,1,5,0,0,0,0,77.0,98.0,83.0,85.0,65.0,68.0,79.0,85.0,72.0,83.0,90,77.0,96.0,90.0,83.0,81.0,95.0,86.0,84.0,88.0,84.0,83.28571428571429,0
1,6,1,5,0,0,0,0,85.0,91.0,87.0,79.0,69.0,53.0,90.0,79.0,84.0,88.0,81,62.0,74.0,67.0,93.0,97.0,98.0,94.0,93.0,91.0,78.0,82.52380952380952,0
1,6,1,5,0,0,0,0,62.0,91.0,94.0,67.0,54.0,68.0,89.0,79.0,95.0,75.0,74,92.0,91.0,91.0,70.0,75.0,85.0,85.0,85.0,84.0,93.0,80.9047619047619,0
1,5,1,5,0,0,0,0,82.0,67.0,57.0,91.0,74.0,91.0,57.0,92.0,55.0,67.0,63,60.0,69.0,88.0,74.0,77.0,69.0,69.0,84.0,71.0,92.0,73.76190476190476,1
1,6,1,5,0,0,0,0,62.0,83.0,66.0,51.0,53.0,88.0,88.0,95.0,67.0,67.0,88,85.0,93.0,76.0,76.0,84.0,79.0,72.0,91.0,95.0,79.0,78.0,1
0,5,1,5,0,0,0,0,92.0,100.0,76.0,88.0,82.0,70.0,72.0,68.0,81.0,98.0,90,88.0,81.0,76.0,81.0,82.0,76.0,76.0,80.0,83.0,94.0,82.57142857142857,0
0,6,1,5,0,0,0,0,85.0,87.0,85.0,85.0,80.0,82.0,75.0,83.0,69.0,84.0,71,86.0,86.0,97.0,99.0,94.0,90.0,88.0,90.0,85.0,96.0,85.57142857142857,0
0,5,1,5,0,0,0,0,95.0,88.0,70.0,70.0,94.0,81.0,85.0,73.0,82.0,72.0,55,56.0,68.0,63.0,95.0,90.0,70.0,79.0,82.0,98.0,80.0,78.38095238095238,1
1,5,1,5,0,0,0,0,61.0,66.0,79.0,88.0,66.0,52.0,84.0,68.0,76.0,78.0,65,50.0,63.0,70.0,66.0,84.0,76.0,96.0,74.0,77.0,74.0,72.04761904761905,1
1,6,1,5,0,0,0,0,52.0,59.0,92.0,50.0,90.0,68.0,82.0,55.0,72.0,59.0,71,64.0,80.0,60.0,75.0,70.0,89.0,73.0,78.0,88.0,84.0,71.95238095238095,1
0,6,1,5,0,0,0,0,76.0,85.0,56.0,76.0,53.0,73.0,71.0,64.0,82.0,72.0,55,56.0,74.0,92.0,89.0,90.0,76.0,75.0,86.0,98.0,79.0,75.14285714285714,1
0,6,1,5,0,0,0,0,65.0,94.0,66.0,85.0,75.0,71.0,73.0,62.0,66.0,72.0,71,64.0,89.0,86.0,90.0,90.0,82.0,75.0,76.0,85.0,74.0,76.71428571428571,1
0,6,1,5,0,0,0,0,65.0,79.0,92.0,78.0,71.0,55.0,64.0,76.0,74.0,78.0,82,80.0,95.0,60.0,85.0,92.0,83.0,88.0,69.0,82.0,71.0,77.0952380952381,1
1,6,1,5,0,0,0,0,77.0,92.0,53.0,94.0,88.0,73.0,94.0,77.0,78.0,58.0,74,84.0,87.0,95.0,93.0,83.0,90.0,74.0,69.0,82.0,89.0,81.14285714285714,0
1,6,1,5,0,0,0,0,74.0,99.0,89.0,90.0,66.0,66.0,72.0,68.0,65.0,71.0,93,75.0,79.0,97.0,87.0,95.0,93.0,80.0,91.0,84.0,92.0,82.19047619047619,0
1,6,1,5,0,0,0,0,95.0,52.0,83.0,61.0,72.0,77.0,72.0,73.0,63.0,70.0,86,80.0,73.0,75.0,83.0,89.0,93.0,90.0,87.0,88.0,69.0,77.66666666666667,1
0,6,1,5,0,0,0,0,89.0,58.0,91.0,66.0,67.0,71.0,66.0,67.0,69.0,60.0,70,77.0,82.0,89.0,77.0,96.0,77.0,84.0,87.0,69.0,86.0,76.0952380952381,1
0,5,1,5,0,0,0,0,52.0,58.0,74.0,89.0,67.0,69.0,92.0,75.0,67.0,54.0,75,88.0,62.0,81.0,89.0,94.0,91.0,88.0,84.0,99.0,76.0,77.33333333333333,1
1,6,1,5,0,0,0,0,56.0,55.0,59.0,56.0,50.0,82.0,90.0,82.0,73.0,67.0,71,93.0,81.0,88.0,76.0,82.0,71.0,92.0,89.0,99.0,81.0,75.85714285714286,1
0,6,1,5,0,0,0,0,73.0,52.0,73.0,86.0,60.0,67.0,73.0,73.0,67.0,88.0,68,81.0,66.0,92.0,93.0,99.0,96.0,90.0,76.0,69.0,82.0,77.33333333333333,1
1,6,1,5,0,0,0,0,79.0,69.0,81.0,77.0,94.0,72.0,93.0,64.0,91.0,86.0,72,89.0,67.0,76.0,74.0,93.0,96.0,71.0,70.0,97.0,84.0,80.71428571428571,0
1,6,1,5,0,0,0,0,56.0,73.0,92.0,56.0,70.0,64.0,69.0,59.0,71.0,93.0,50,53.0,90.0,69.0,77.0,88.0,83.0,71.0,97.0,85.0,83.0,73.76190476190476,1
0,6,1,5,0,0,0,0,55.0,89.0,67.0,88.0,91.0,77.0,60.0,69.0,56.0,91.0,91,81.0,77.0,81.0,73.0,98.0,78.0,74.0,83.0,99.0,69.0,78.42857142857143,1
0,6,1,5,0,0,0,0,53.0,83.0,56.0,88.0,75.0,63.0,91.0,87.0,79.0,53.0,50,83.0,73.0,87.0,95.0,90.0,94.0,73.0,81.0,85.0,69.0,76.57142857142857,1
1,5,1,5,0,0,0,0,66.0,84.0,74.0,62.0,74.0,87.0,91.0,86.0,55.0,62.0,87,55.0,87.0,83.0,77.0,70.0,80.0,90.0,70.0,83.0,91.0,76.85714285714286,1
1,6,1,5,0,0,0,0,68.0,95.0,60.0,67.0,61.0,74.0,86.0,93.0,55.0,58.0,54,64.0,93.0,77.0,73.0,72.0,69.0,93.0,96.0,77.0,85.0,74.76190476190476,1
1,6,1,5,0,0,0,0,70.0,80.0,63.0,83.0,81.0,92.0,57.0,90.0,80.0,78.0,51,79.0,64.0,93.0,68.0,97.0,87.0,94.0,75.0,80.0,76.0,78.0,1
1,6,1,5,0,0,0,0,65.0,56.0,69.0,74.0,82.0,89.0,71.0,64.0,58.0,90.0,72,57.0,90.0,78.0,62.0,73.0,87.0,96.0,81.0,82.0,88.0,75.42857142857143,1
0,6,1,5,0,0,0,0,91.0,85.0,83.0,59.0,87.0,57.0,74.0,71.0,72.0,83.0,66,71.0,86.0,64.0,91.0,95.0,85.0,72.0,71.0,99.0,89.0,78.61904761904762,1
0,6,1,5,0,0,0,0,89.0,95.0,59.0,51.0,82.0,58.0,61.0,88.0,67.0,90.0,76,50.0,95.0,79.0,86.0,91.0,80.0,92.0,83.0,93.0,94.0,79.0,1
0,6,1,5,0,0,0,0,81.0,54.0,80.0,54.0,92.0,69.0,92.0,61.0,80.0,95.0,67,95.0,91.0,71.0,64.0,93.0,86.0,76.0,99.0,71.0,81.0,78.66666666666667,1
1,6,1,5,0,0,0,0,52.0,70.0,51.0,78.0,88.0,90.0,95.0,69.0,59.0,95.0,94,68.0,85.0,65.0,61.0,83.0,97.0,73.0,71.0,73.0,89.0,76.47619047619048,1
0,6,1,5,0,0,0,0,76.0,74.0,92.0,73.0,51.0,53.0,80.0,82.0,62.0,75.0,95,79.0,79.0,71.0,64.0,96.0,70.0,74.0,91.0,78.0,78.0,75.85714285714286,1
1,6,1,5,0,0,0,0,80.0,61.0,54.0,80.0,65.0,87.0,80.0,61.0,94.0,89.0,75,71.0,65.0,92.0,63.0,93.0,95.0,76.0,91.0,85.0,71.0,77.52380952380952,1
0,6,1,5,0,0,0,0,77.0,57.0,60.0,50.0,91.0,79.0,80.0,57.0,65.0,61.0,63,54.0,77.0,82.0,77.0,87.0,95.0,93.0,74.0,96.0,91.0,74.57142857142857,1
1,6,1,5,0,0,0,0,57.0,71.0,82.0,75.0,89.0,77.0,95.0,92.0,86.0,77.0,68,90.0,85.0,73.0,66.0,71.0,72.0,85.0,69.0,88.0,94.0,79.14285714285714,1
0,6,1,5,0,0,0,0,79.0,77.0,58.0,67.0,55.0,59.0,67.0,57.0,92.0,59.0,83,67.0,70.0,83.0,72.0,99.0,95.0,84.0,93.0,96.0,84.0,76.0,1
0,6,1,5,0,0,0,0,88.0,52.0,70.0,61.0,62.0,75.0,94.0,90.0,95.0,53.0,85,57.0,81.0,86.0,74.0,85.0,73.0,74.0,84.0,97.0,78.0,76.85714285714286,1
1,6,1,5,0,0,0,0,56.0,50.0,86.0,57.0,64.0,61.0,91.0,94.0,62.0,72.0,88,57.0,67.0,63.0,86.0,71.0,96.0,69.0,86.0,83.0,70.0,72.80952380952381,1
1,6,1,5,0,0,0,0,63.0,90.0,56.0,74.0,50.0,86.0,60.0,73.0,67.0,82.0,90,64.0,90.0,72.0,64.0,72.0,94.0,87.0,98.0,83.0,77.0,75.80952380952381,1
0,6,1,5,0,0,0,0,62.0,88.0,83.0,86.0,95.0,67.0,75.0,79.0,82.0,60.0,85,75.0,70.0,90.0,73.0,85.0,99.0,82.0,83.0,97.0,79.0,80.71428571428571,0
0,5,1,5,0,0,0,0,72.0,70.0,59.0,90.0,66.0,69.0,75.0,70.0,78.0,53.0,58,76.0,67.0,60.0,79.0,77.0,76.0,70.0,79.0,83.0,71.0,71.33333333333333,1
1,6,1,5,0,0,0,0,50.0,67.0,85.0,50.0,83.0,60.0,94.0,89.0,56.0,93.0,69,74.0,68.0,91.0,73.0,78.0,86.0,83.0,86.0,70.0,73.0,75.14285714285714,1
0,6,1,5,0,0,0,0,74.0,57.0,70.0,65.0,62.0,65.0,80.0,93.0,95.0,59.0,62,63.0,91.0,81.0,80.0,74.0,75.0,90.0,75.0,87.0,80.0,75.14285714285714,1
1,6,1,5,0,0,0,0,59.0,85.0,75.0,50.0,88.0,95.0,59.0,63.0,77.0,87.0,83,87.0,87.0,87.0,71.0,83.0,84.0,79.0,95.0,78.0,84.0,78.85714285714286,1
1,6,1,5,0,0,0,0,76.0,58.0,82.0,69.0,87.0,56.0,71.0,57.0,86.0,81.0,59,51.0,72.0,94.0,85.0,90.0,78.0,72.0,82.0,82.0,92.0,75.23809523809524,1
0,6,1,5,0,0,0,0,82.0,77.0,52.0,75.0,56.0,94.0,62.0,92.0,72.0,75.0,66,64.0,83.0,78.0,94.0,78.0,77.0,76.0,95.0,71.0,86.0,76.42857142857143,1
1,5,1,5,0,0,0,0,69.0,64.0,93.0,69.0,50.0,64.0,91.0,90.0,72.0,50.0,59,76.0,88.0,81.0,88.0,82.0,84.0,76.0,91.0,81.0,76.0,75.9047619047619,1
0,6,1,5,0,0,0,0,57.0,58.0,65.0,92.0,76.0,93.0,91.0,68.0,95.0,93.0,63,66.0,73.0,94.0,88.0,69.0,79.0,96.0,86.0,79.0,81.0,79.14285714285714,1
0,5,1,5,0,0,0,0,87.0,79.0,91.0,71.0,59.0,92.0,88.0,94.0,57.0,73.0,54,71.0,74.0,84.0,76.0,97.0,78.0,72.0,98.0,80.0,78.0,78.71428571428571,1
1,7,5,6,0,0,0,0,73.0,67.0,83.0,89.0,93.0,73.0,85.0,65.0,65.0,68.0,72,51.0,88.0,83.0,67.0,74.0,71.0,84.0,80.0,72.0,81.0,75.42857142857143,1
0,8,5,6,0,0,0,0,54.0,80.0,94.0,71.0,56.0,51.0,80.0,66.0,77.0,62.0,54,79.0,84.0,94.0,62.0,72.0,70.0,84.0,73.0,93.0,88.0,73.52380952380952,1
1,6,5,6,0,0,0,0,94.0,63.0,59.0,61.0,53.0,77.0,84.0,85.0,95.0,87.0,86,77.0,63.0,80.0,62.0,77.0,94.0,82.0,88.0,91.0,74.0,77.71428571428571,1
1,7,5,6,0,0,0,0,91.0,79.0,81.0,61.0,80.0,78.0,64.0,58.0,64.0,81.0,66,91.0,67.0,94.0,80.0,88.0,86.0,72.0,89.0,91.0,69.0,77.61904761904762,1
1,7,5,6,0,0,0,0,51.0,57.0,54.0,86.0,55.0,72.0,92.0,74.0,70.0,87.0,52,53.0,86.0,75.0,72.0,74.0,84.0,92.0,96.0,69.0,78.0,72.80952380952381,1
1,8,5,6,0,0,0,0,55.0,73.0,95.0,76.0,77.0,57.0,74.0,78.0,90.0,56.0,93,50.0,92.0,73.0,94.0,84.0,74.0,85.0,79.0,83.0,85.0,77.28571428571429,1
0,7,5,6,0,0,0,0,51.0,56.0,91.0,59.0,57.0,55.0,58.0,69.0,55.0,56.0,94,87.0,92.0,73.0,63.0,92.0,80.0,72.0,81.0,77.0,92.0,71.9047619047619,1
0,6,5,6,0,0,0,0,91.0,52.0,79.0,75.0,68.0,82.0,65.0,83.0,56.0,92.0,61,79.0,77.0,88.0,67.0,69.0,79.0,95.0,73.0,82.0,75.0,75.61904761904762,1
1,7,5,6,0,0,0,0,81.0,50.0,80.0,59.0,61.0,78.0,76.0,63.0,70.0,70.0,59,92.0,85.0,88.0,78.0,79.0,83.0,95.0,74.0,88.0,93.0,76.28571428571429,1
